#DEPTH,lithology,lithology_CNN,CASE,Fluid_KNN
1698.25,Siltstone,Siltstone,Water Layer,Water Layer
1698.375,Siltstone,Siltstone,Water Layer,Water Layer
1698.5,Siltstone,Siltstone,Water Layer,Water Layer
1698.625,Siltstone,Siltstone,Water Layer,Water Layer
1698.75,Siltstone,Siltstone,Water Layer,Water Layer
1698.875,Siltstone,Siltstone,Water Layer,Water Layer
1699,Siltstone,Siltstone,Water Layer,Water Layer
1699.125,Siltstone,Siltstone,Water Layer,Water Layer
1699.25,Siltstone,Siltstone,Water Layer,Water Layer
1699.375,Siltstone,Siltstone,Water Layer,Water Layer
1699.5,Siltstone,Siltstone,Water Layer,Water Layer
1699.625,Siltstone,Siltstone,Water Layer,Water Layer
1699.75,Siltstone,Siltstone,Water Layer,Water Layer
1699.875,Siltstone,Siltstone,Water Layer,Water Layer
1700,Siltstone,Siltstone,Water Layer,Water Layer
1700.125,Siltstone,Siltstone,Water Layer,Water Layer
1700.25,Siltstone,Siltstone,Water Layer,Water Layer
1700.375,Siltstone,Siltstone,Water Layer,Water Layer
1700.5,Siltstone,Siltstone,Water Layer,Water Layer
1700.625,Siltstone,Siltstone,Water Layer,Water Layer
1700.75,Siltstone,Siltstone,Water Layer,Water Layer
1700.875,Siltstone,Siltstone,Water Layer,Water Layer
1701,Siltstone,Siltstone,Water Layer,Water Layer
1701.125,Siltstone,Siltstone,Water Layer,Water Layer
1701.25,Siltstone,Siltstone,Water Layer,Water Layer
1701.375,Siltstone,Siltstone,Water Layer,Water Layer
1701.5,Siltstone,Siltstone,Water Layer,Water Layer
1701.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1701.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1701.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1702,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1702.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1703,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1703.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1704,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1704.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1705,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1705.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1706,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1706.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1707,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1707.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1708,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1708.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1709,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1709.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1710,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1710.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1711,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1711.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1712,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1712.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1713,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1713.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1714,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1714.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1715,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1715.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1716,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1716.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1717,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1717.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1718,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1718.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1719,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1719.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1720,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1720.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1721,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1721.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1722,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1722.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1723,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1723.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1724,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1724.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1725,Shale,Shale,Non-Reservoir,Non-Reservoir
1725.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1725.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1725.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1725.5,Fine Sandstone,Fine Sandstone,Water Layer,Oil-Bearing Water Layer
1725.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1725.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1725.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1726.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1727.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1728.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1729.75,Medium Sandstone,Medium Sandstone,Water Layer,Water Layer
1729.875,Fine Sandstone,Medium Sandstone,Water Layer,Water Layer
1730,Medium Sandstone,Medium Sandstone,Water Layer,Water Layer
1730.125,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.25,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1730.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1731,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.25,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.375,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.5,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.625,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.75,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1731.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1732,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1732.125,Fine Sandstone,Medium Sandstone,Water Layer,Water Layer
1732.25,Medium Sandstone,Medium Sandstone,Water Layer,Water Layer
1732.375,Medium Sandstone,Medium Sandstone,Water Layer,Water Layer
1732.5,Medium Sandstone,Medium Sandstone,Water Layer,Water Layer
1732.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1732.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1732.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1733,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.125,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.25,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.375,Medium Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1733.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1734.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.5,Fine Sandstone,Fine Sandstone,Water Layer,Dry Layer
1735.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1735.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1736,Shale,Shale,Non-Reservoir,Oil-Bearing Water Layer
1736.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1736.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1737,Shale,Shale,Non-Reservoir,Non-Reservoir
1737.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1737.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1737.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1737.5,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1737.625,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1737.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1737.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1738,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1738.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1739,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1739.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1740,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1740.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1741,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1741.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1742,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1742.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1743,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1743.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1744,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1744.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1745,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1745.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1746,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1746.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1747,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1747.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1748,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1748.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1749,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1749.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1750,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1750.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1751,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1751.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1752,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1752.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1753,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1753.625,Shale,Shale,Non-Reservoir,Non-Reservoir
