#DEPTH,lithology,lithology_CNN,CASE,Fluid_KNN
1593.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1594,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1594.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1595,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1595.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1596,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1596.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1597,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1597.75,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1597.875,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1598,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1598.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1598.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1599,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1599.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1600,Shale,Shale,Non-Reservoir,Non-Reservoir
1600.125,Shale,Siltstone,Non-Reservoir,Non-Reservoir
1600.25,Fine Sandstone,Siltstone,Water Layer,Water Layer
1600.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1600.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1600.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1600.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1600.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1601.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1602.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1603.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1604.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1605.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1606.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1607.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1608.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1609.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1610.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1611.875,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612.25,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612.375,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612.5,Fine Sandstone,Siltstone,Water Layer,Water Layer
1612.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1612.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1612.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1613.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1614.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1615.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1616.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1617.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1618.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1619.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1620.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1621,Fine Sandstone,Siltstone,Water Layer,Water Layer
1621.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1621.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1622,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1622.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1623,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1623.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1624,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1624.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1625,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1625.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1626,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1626.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1627,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1627.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1628,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1628.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1629,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1629.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1630,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1630.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1631,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1631.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1632,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1632.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1633,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1633.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1634,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1634.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1635,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1635.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1636,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1636.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1637,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1637.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1638,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1638.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1639,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1639.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1640,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1640.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1641,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1641.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1642,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1642.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1643,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1643.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1644,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1644.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1645,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1645.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1646,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1646.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1647,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1647.875,Shale,Shale,Non-Reservoir,Non-Reservoir
